site1,part/number,site2,document/type,purchase/order/number,indication,supplier,first/qty,purchase/order/quantity,created/date,eta,total/po/qty,total/number/of/po,eta/status,final/po/qty,index/part/number
GREECE,CTR2043,GREECE,Purchase Order,144963,O,AYD,36,120,27-01-2025,16-05-2025,310,2,2,120,CTR20432
GREECE,CTR2045,GREECE,Purchase Order,144892 BO,O,AYD,47,70,27-11-2024,20-02-2025,110,3,1,70,CTR20451
GREECE,CTR2045,GREECE,Purchase Order,144918,O,AYD,84,20,18-12-2024,18-03-2025,110,3,2,20,CTR20452
GREECE,CTR2045,GREECE,Purchase Order,144963,O,AYD,102,20,27-01-2025,16-05-2025,110,3,3,20,CTR20453
GREECE,CTR2046,GREECE,Purchase Order,CEO20409-144929,O,CAP,3,5,24-12-2024,29-01-2025,5,1,1,5,CTR20461
GREECE,CTR2048,GREECE,Purchase Order,144928 BO,O,LIM,40,10,24-12-2024,05-02-2025,17,3,1,15,CTR20481
GREECE,CTR2048,GREECE,Purchase Order,144887 BO,O,LIM,36,5,26-11-2024,05-02-2025,17,3,2,15,CTR20482
GREECE,CTR2048,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,254,2,08-01-2025,07-02-2025,17,3,3,2,CTR20483
GREECE,CTR2050,GREECE,Purchase Order,144928 BO,O,LIM,41,5,24-12-2024,05-02-2025,8,2,1,5,CTR20501
GREECE,CTR2050,GREECE,Purchase Order,CEO20497-144951,O,CAP,3,3,23-01-2025,14-02-2025,8,2,2,3,CTR20502
GREECE,CTR2054,GREECE,Purchase Order,144892 BO,O,AYD,138,20,27-11-2024,20-02-2025,46,3,1,20,CTR20541
GREECE,CTR2054,GREECE,Purchase Order,144965,O,IBERICA,24,6,27-01-2025,26-02-2025,46,3,2,6,CTR20542
GREECE,CTR2054,GREECE,Purchase Order,144963,O,AYD,215,20,27-01-2025,16-05-2025,46,3,3,20,CTR20543
GREECE,CTR2061,GREECE,Purchase Order,144949,O,IBERICA,126,1,21-01-2025,26-02-2025,1,1,1,1,CTR20611
GREECE,CTR2064,GREECE,Purchase Order,CEO20401-144926,O,CAP,23,5,20-12-2024,29-01-2025,25,4,1,5,CTR20641
GREECE,CTR2064,GREECE,Purchase Order,144925,O,FORMPART,60,12,20-12-2024,06-02-2025,25,4,2,12,CTR20642
GREECE,CTR2064,GREECE,Purchase Order,CEO20531-144967,O,CAP,13,4,28-01-2025,14-02-2025,25,4,3,4,CTR20643
GREECE,CTR2064,GREECE,Purchase Order,144966,O,FORMPART,83,4,28-01-2025,12-03-2025,25,4,4,4,CTR20644
GREECE,CTR2067,GREECE,Purchase Order,144925,O,FORMPART,61,8,20-12-2024,06-02-2025,12,2,1,8,CTR20671
GREECE,CTR2067,GREECE,Purchase Order,144966,O,FORMPART,84,4,28-01-2025,12-03-2025,12,2,2,4,CTR20672
GREECE,CTR2068,GREECE,Purchase Order,144887 BO,O,LIM,37,2,26-11-2024,05-02-2025,9,2,1,2,CTR20681
GREECE,CTR2068,GREECE,Purchase Order,144952,O,IBERICA,3,7,23-01-2025,26-02-2025,9,2,2,7,CTR20682
GREECE,CTR2069,GREECE,Purchase Order,144949,O,IBERICA,127,2,21-01-2025,26-02-2025,2,1,1,2,CTR20691
GREECE,CTR2070,GREECE,Purchase Order,144928 BOII,O,LIM,6,10,24-12-2024,26-02-2025,15,2,1,10,CTR20701
GREECE,CTR2070,GREECE,Purchase Order,144950,O,LIM,5,5,23-01-2025,25-04-2025,15,2,2,5,CTR20702
GREECE,CTR2073,GREECE,Purchase Order,144887 BOII,O,LIM,28,5,26-11-2024,26-02-2025,20,3,1,10,CTR20731
GREECE,CTR2073,GREECE,Purchase Order,144928 BOII,O,LIM,92,5,24-12-2024,26-02-2025,20,3,2,10,CTR20732
GREECE,CTR2073,GREECE,Purchase Order,144950,O,LIM,126,10,23-01-2025,25-04-2025,20,3,3,10,CTR20733
GREECE,CTR2078,GREECE,Purchase Order,144963,O,AYD,157,20,27-01-2025,16-05-2025,20,1,1,20,CTR20781
GREECE,CTR2079,GREECE,Purchase Order,144918,O,AYD,162,20,18-12-2024,18-03-2025,20,1,1,20,CTR20791
GREECE,CTR2080,GREECE,Purchase Order,144893 BO,O,FORMPART,8,4,27-11-2024,06-02-2025,4,1,1,4,CTR20801
GREECE,CTR2084,GREECE,Purchase Order,CSO492875_REPLEN,O,CAP,69,1,23-01-2025,07-02-2025,2,2,1,1,CTR20841
GREECE,CTR2084,GREECE,Purchase Order,CEO20493-144953,O,CAP,207,1,23-01-2025,14-02-2025,2,2,2,1,CTR20842
GREECE,CTR2087,GREECE,Purchase Order,144918,O,AYD,39,50,18-12-2024,18-03-2025,90,2,1,50,CTR20871
GREECE,CTR2087,GREECE,Purchase Order,144963,O,AYD,39,40,27-01-2025,16-05-2025,90,2,2,40,CTR20872
GREECE,CTR2089,GREECE,Purchase Order,144887 BO,O,LIM,38,40,26-11-2024,05-02-2025,105,4,1,40,CTR20891
GREECE,CTR2089,GREECE,Purchase Order,144928 BOII,O,LIM,88,40,24-12-2024,26-02-2025,105,4,2,55,CTR20892
GREECE,CTR2089,GREECE,Purchase Order,144952,O,IBERICA,30,15,23-01-2025,26-02-2025,105,4,3,55,CTR20893
GREECE,CTR2089,GREECE,Purchase Order,144950,O,LIM,121,10,23-01-2025,25-04-2025,105,4,4,10,CTR20894
GREECE,CTR2100,GREECE,Purchase Order,144965,O,IBERICA,37,6,27-01-2025,26-02-2025,6,1,1,6,CTR21001
GREECE,CTR2101,GREECE,Purchase Order,CEO20521-144964,O,CAP,9,2,27-01-2025,14-02-2025,42,2,1,2,CTR21011
GREECE,CTR2101,GREECE,Purchase Order,144963,O,AYD,153,40,27-01-2025,16-05-2025,42,2,2,40,CTR21012
GREECE,CTR2107,GREECE,Purchase Order,CEO20493-144953,O,CAP,208,1,23-01-2025,14-02-2025,2,2,1,2,CTR21071
GREECE,CTR2107,GREECE,Purchase Order,CEO20521-144964,O,CAP,23,1,27-01-2025,14-02-2025,2,2,2,2,CTR21072
GREECE,CTR2111,GREECE,Purchase Order,144887 BO,O,LIM,39,5,26-11-2024,05-02-2025,5,1,1,5,CTR21111
GREECE,CTR2114,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,255,1,08-01-2025,07-02-2025,1,1,1,1,CTR21141
GREECE,CTR2115,GREECE,Purchase Order,144887 BO,O,LIM,40,5,26-11-2024,05-02-2025,15,2,1,5,CTR21151
GREECE,CTR2115,GREECE,Purchase Order,144928 BOII,O,LIM,11,10,24-12-2024,26-02-2025,15,2,2,10,CTR21152
GREECE,CTR2153,GREECE,Purchase Order,CEO20409-144929,O,CAP,15,5,24-12-2024,29-01-2025,5,1,1,5,CTR21531
GREECE,CTR2154,GREECE,Purchase Order,CSO492875_REPLEN,O,CAP,70,1,23-01-2025,07-02-2025,2,2,1,1,CTR21541
GREECE,CTR2154,GREECE,Purchase Order,CEO20493-144953,O,CAP,209,1,23-01-2025,14-02-2025,2,2,2,1,CTR21542
GREECE,CTR3000,GREECE,Purchase Order,144918,O,AYD,17,20,18-12-2024,18-03-2025,60,2,1,20,CTR30001
GREECE,CTR3000,GREECE,Purchase Order,144963,O,AYD,17,40,27-01-2025,16-05-2025,60,2,2,40,CTR30002
GREECE,CTR3001,GREECE,Purchase Order,144549 BOVI,O,AYD,2,3,01-04-2024,20-02-2025,93,3,1,3,CTR30011
GREECE,CTR3001,GREECE,Purchase Order,144918,O,AYD,11,20,18-12-2024,18-03-2025,93,3,2,20,CTR30012
GREECE,CTR3001,GREECE,Purchase Order,144963,O,AYD,11,70,27-01-2025,16-05-2025,93,3,3,70,CTR30013
GREECE,CTR3002,GREECE,Purchase Order,144918,O,AYD,19,60,18-12-2024,18-03-2025,110,2,1,60,CTR30021
GREECE,CTR3002,GREECE,Purchase Order,144963,O,AYD,19,50,27-01-2025,16-05-2025,110,2,2,50,CTR30022
GREECE,CTR3003,GREECE,Purchase Order,144837 BOII,O,AYD,1,4,18-10-2024,20-02-2025,224,3,1,4,CTR30031
GREECE,CTR3003,GREECE,Purchase Order,144918,O,AYD,9,200,18-12-2024,18-03-2025,224,3,2,200,CTR30032
GREECE,CTR3003,GREECE,Purchase Order,144963,O,AYD,9,20,27-01-2025,16-05-2025,224,3,3,20,CTR30033
GREECE,CTR3004,GREECE,Purchase Order,144918,O,AYD,13,20,18-12-2024,18-03-2025,80,2,1,20,CTR30041
GREECE,CTR3004,GREECE,Purchase Order,144963,O,AYD,13,60,27-01-2025,16-05-2025,80,2,2,60,CTR30042
GREECE,CTR3005,GREECE,Purchase Order,144918,O,AYD,94,20,18-12-2024,18-03-2025,20,1,1,20,CTR30051
GREECE,CTR3006,GREECE,Purchase Order,144963,O,AYD,63,30,27-01-2025,16-05-2025,30,1,1,30,CTR30061
GREECE,CTR3007,GREECE,Purchase Order,144918,O,AYD,62,20,18-12-2024,18-03-2025,20,1,1,20,CTR30071
GREECE,CTR3008,GREECE,Purchase Order,144963,O,AYD,57,20,27-01-2025,16-05-2025,20,1,1,20,CTR30081
GREECE,CTR3010,GREECE,Purchase Order,144918,O,AYD,42,50,18-12-2024,18-03-2025,50,1,1,50,CTR30101
GREECE,CTR3011,GREECE,Purchase Order,144892 BO,O,AYD,15,80,27-11-2024,20-02-2025,300,3,1,80,CTR30111
GREECE,CTR3011,GREECE,Purchase Order,144918,O,AYD,40,150,18-12-2024,18-03-2025,300,3,2,150,CTR30112
GREECE,CTR3011,GREECE,Purchase Order,144963,O,AYD,40,70,27-01-2025,16-05-2025,300,3,3,70,CTR30113
GREECE,CTR3012,GREECE,Purchase Order,144925,O,FORMPART,86,48,20-12-2024,06-02-2025,76,3,1,72,CTR30121
GREECE,CTR3012,GREECE,Purchase Order,144893 BO,O,FORMPART,14,24,27-11-2024,06-02-2025,76,3,2,72,CTR30122
GREECE,CTR3012,GREECE,Purchase Order,144966,O,FORMPART,104,4,28-01-2025,12-03-2025,76,3,3,4,CTR30123
GREECE,CTR3013,GREECE,Purchase Order,CEO20395-144920,O,CAP,2,20,18-12-2024,29-01-2025,150,3,1,20,CTR30131
GREECE,CTR3013,GREECE,Purchase Order,144918,O,AYD,47,110,18-12-2024,18-03-2025,150,3,2,110,CTR30132
GREECE,CTR3013,GREECE,Purchase Order,144963,O,AYD,46,20,27-01-2025,16-05-2025,150,3,3,20,CTR30133
GREECE,CTR3014,GREECE,Purchase Order,CEO20395-144920,O,CAP,15,20,18-12-2024,29-01-2025,20,1,1,20,CTR30141
GREECE,CTR3017,GREECE,Purchase Order,CEO20401-144926,O,CAP,37,29,20-12-2024,29-01-2025,359,5,1,29,CTR30171
GREECE,CTR3017,GREECE,Purchase Order,144925,O,FORMPART,76,52,20-12-2024,06-02-2025,359,5,2,276,CTR30172
GREECE,CTR3017,GREECE,Purchase Order,144893 BO,O,FORMPART,10,224,27-11-2024,06-02-2025,359,5,3,276,CTR30173
GREECE,CTR3017,GREECE,Purchase Order,CEO20531-144967,O,CAP,23,38,28-01-2025,14-02-2025,359,5,4,38,CTR30174
GREECE,CTR3017,GREECE,Purchase Order,144966,O,FORMPART,94,16,28-01-2025,12-03-2025,359,5,5,16,CTR30175
GREECE,CTR3018,GREECE,Purchase Order,144918,O,AYD,46,20,18-12-2024,18-03-2025,40,2,1,20,CTR30181
GREECE,CTR3018,GREECE,Purchase Order,144963,O,AYD,45,20,27-01-2025,16-05-2025,40,2,2,20,CTR30182
GREECE,CTR3022,GREECE,Purchase Order,144918,O,AYD,79,60,18-12-2024,18-03-2025,85,2,1,60,CTR30221
GREECE,CTR3022,GREECE,Purchase Order,144963,O,AYD,95,25,27-01-2025,16-05-2025,85,2,2,25,CTR30222
GREECE,CTR3023,GREECE,Purchase Order,144918,O,AYD,10,20,18-12-2024,18-03-2025,50,2,1,20,CTR30231
GREECE,CTR3023,GREECE,Purchase Order,144963,O,AYD,10,30,27-01-2025,16-05-2025,50,2,2,30,CTR30232
GREECE,CTR3025,GREECE,Purchase Order,144892 BO,O,AYD,135,20,27-11-2024,20-02-2025,20,1,1,20,CTR30251
GREECE,CTR3027,GREECE,Purchase Order,144892 BO,O,AYD,133,30,27-11-2024,20-02-2025,50,2,1,30,CTR30271
GREECE,CTR3027,GREECE,Purchase Order,144963,O,AYD,211,20,27-01-2025,16-05-2025,50,2,2,20,CTR30272
GREECE,CTR3029,GREECE,Purchase Order,144918,O,AYD,97,20,18-12-2024,18-03-2025,20,1,1,20,CTR30291
GREECE,CTR3030,GREECE,Purchase Order,144918,O,AYD,12,40,18-12-2024,18-03-2025,60,2,1,40,CTR30301
GREECE,CTR3030,GREECE,Purchase Order,144963,O,AYD,12,20,27-01-2025,16-05-2025,60,2,2,20,CTR30302
GREECE,CTR3031,GREECE,Purchase Order,144918,O,AYD,53,40,18-12-2024,18-03-2025,100,2,1,40,CTR30311
GREECE,CTR3031,GREECE,Purchase Order,144963,O,AYD,50,60,27-01-2025,16-05-2025,100,2,2,60,CTR30312
GREECE,CTR3033,GREECE,Purchase Order,144965,O,IBERICA,1,7,27-01-2025,26-02-2025,27,2,1,7,CTR30331
GREECE,CTR3033,GREECE,Purchase Order,144963,O,AYD,58,20,27-01-2025,16-05-2025,27,2,2,20,CTR30332
GREECE,CTR3035,GREECE,Purchase Order,144918,O,AYD,61,50,18-12-2024,18-03-2025,50,1,1,50,CTR30351
GREECE,CTR3036,GREECE,Purchase Order,144918,O,AYD,14,20,18-12-2024,18-03-2025,70,2,1,20,CTR30361
GREECE,CTR3036,GREECE,Purchase Order,144963,O,AYD,14,50,27-01-2025,16-05-2025,70,2,2,50,CTR30362
GREECE,CTR3037,GREECE,Purchase Order,CEO20521-144964,O,CAP,13,12,27-01-2025,14-02-2025,12,1,1,12,CTR30371
GREECE,CTR3039,GREECE,Purchase Order,CEO20521-144964,O,CAP,12,7,27-01-2025,14-02-2025,7,1,1,7,CTR30391
GREECE,CTR3040,GREECE,Purchase Order,144858 BOII,O,LIM,29,10,30-10-2024,05-02-2025,20,2,1,10,CTR30401
GREECE,CTR3040,GREECE,Purchase Order,144950,O,LIM,40,10,23-01-2025,25-04-2025,20,2,2,10,CTR30402
GREECE,CTR3041,GREECE,Purchase Order,144892 BO,O,AYD,5,40,27-11-2024,20-02-2025,90,3,1,40,CTR30411
GREECE,CTR3041,GREECE,Purchase Order,144918,O,AYD,18,20,18-12-2024,18-03-2025,90,3,2,20,CTR30412
GREECE,CTR3041,GREECE,Purchase Order,144963,O,AYD,18,30,27-01-2025,16-05-2025,90,3,3,30,CTR30413
GREECE,CTR3042,GREECE,Purchase Order,144918,O,AYD,59,40,18-12-2024,18-03-2025,80,2,1,40,CTR30421
GREECE,CTR3042,GREECE,Purchase Order,144963,O,AYD,59,40,27-01-2025,16-05-2025,80,2,2,40,CTR30422
GREECE,CTR3043,GREECE,Purchase Order,144918,O,AYD,15,100,18-12-2024,18-03-2025,240,2,1,100,CTR30431
GREECE,CTR3043,GREECE,Purchase Order,144963,O,AYD,15,140,27-01-2025,16-05-2025,240,2,2,140,CTR30432
GREECE,CTR3044,GREECE,Purchase Order,144918,O,AYD,81,20,18-12-2024,18-03-2025,40,2,1,20,CTR30441
GREECE,CTR3044,GREECE,Purchase Order,144963,O,AYD,97,20,27-01-2025,16-05-2025,40,2,2,20,CTR30442
GREECE,CTR3046,GREECE,Purchase Order,144918,O,AYD,119,20,18-12-2024,18-03-2025,40,2,1,20,CTR30461
GREECE,CTR3046,GREECE,Purchase Order,144963,O,AYD,158,20,27-01-2025,16-05-2025,40,2,2,20,CTR30462
GREECE,CTR3049,GREECE,Purchase Order,CEO20395-144920,O,CAP,25,12,18-12-2024,29-01-2025,12,1,1,12,CTR30491
GREECE,CTR3050,GREECE,Purchase Order,144892 BO,O,AYD,81,30,27-11-2024,20-02-2025,90,3,1,30,CTR30501
GREECE,CTR3050,GREECE,Purchase Order,144918,O,AYD,115,20,18-12-2024,18-03-2025,90,3,2,20,CTR30502
GREECE,CTR3050,GREECE,Purchase Order,144963,O,AYD,147,40,27-01-2025,16-05-2025,90,3,3,40,CTR30503
GREECE,CTR3052,GREECE,Purchase Order,144950,O,LIM,38,10,23-01-2025,25-04-2025,10,1,1,10,CTR30521
GREECE,CTR3053,GREECE,Purchase Order,144918,O,AYD,124,20,18-12-2024,18-03-2025,20,1,1,20,CTR30531
GREECE,CTR3055,GREECE,Purchase Order,144918,O,AYD,118,20,18-12-2024,18-03-2025,20,1,1,20,CTR30551
GREECE,CTR3056,GREECE,Purchase Order,CEO20395-144920,O,CAP,6,14,18-12-2024,29-01-2025,34,2,1,14,CTR30561
GREECE,CTR3056,GREECE,Purchase Order,144963,O,AYD,101,20,27-01-2025,16-05-2025,34,2,2,20,CTR30562
GREECE,CTR3057,GREECE,Purchase Order,144918,O,AYD,159,20,18-12-2024,18-03-2025,20,1,1,20,CTR30571
GREECE,CTR3058,GREECE,Purchase Order,144887 BO,O,LIM,41,5,26-11-2024,05-02-2025,5,1,1,5,CTR30581
GREECE,CTR3059,GREECE,Purchase Order,CEO20395-144920,O,CAP,48,2,18-12-2024,29-01-2025,2,1,1,2,CTR30591
GREECE,CTR3060,GREECE,Purchase Order,CEO20395-144920,O,CAP,49,3,18-12-2024,29-01-2025,3,1,1,3,CTR30601
GREECE,CTR3061,GREECE,Purchase Order,CEO20409-144929,O,CAP,2,3,24-12-2024,29-01-2025,3,1,1,3,CTR30611
GREECE,CTR3062,GREECE,Purchase Order,144858 BOII,O,LIM,30,5,30-10-2024,05-02-2025,5,1,1,5,CTR30621
GREECE,CTR3064,GREECE,Purchase Order,144963,O,AYD,151,20,27-01-2025,16-05-2025,20,1,1,20,CTR30641
GREECE,CTR3065,GREECE,Purchase Order,144963,O,AYD,152,60,27-01-2025,16-05-2025,60,1,1,60,CTR30651
GREECE,CTR3070,GREECE,Purchase Order,144966,O,FORMPART,58,4,28-01-2025,12-03-2025,4,1,1,4,CTR30701
GREECE,CTR3071,GREECE,Purchase Order,144887 BOII,O,LIM,2,20,26-11-2024,26-02-2025,35,2,1,35,CTR30711
GREECE,CTR3071,GREECE,Purchase Order,144928 BOII,O,LIM,9,15,24-12-2024,26-02-2025,35,2,2,35,CTR30712
GREECE,CTR3072,GREECE,Purchase Order,144892 BO,O,AYD,48,50,27-11-2024,20-02-2025,70,2,1,50,CTR30721
GREECE,CTR3072,GREECE,Purchase Order,144963,O,AYD,105,20,27-01-2025,16-05-2025,70,2,2,20,CTR30722
GREECE,CTR3073,GREECE,Purchase Order,144892 BO,O,AYD,45,40,27-11-2024,20-02-2025,80,3,1,40,CTR30731
GREECE,CTR3073,GREECE,Purchase Order,144918,O,AYD,82,20,18-12-2024,18-03-2025,80,3,2,20,CTR30732
GREECE,CTR3073,GREECE,Purchase Order,144963,O,AYD,98,20,27-01-2025,16-05-2025,80,3,3,20,CTR30733
GREECE,CTR3074,GREECE,Purchase Order,144950,O,LIM,11,5,23-01-2025,25-04-2025,5,1,1,5,CTR30741
GREECE,CTR3075,GREECE,Purchase Order,144918,O,AYD,163,20,18-12-2024,18-03-2025,20,1,1,20,CTR30751
GREECE,CTR3077,GREECE,Purchase Order,144858 BOIII,O,LIM,3,5,30-10-2024,26-02-2025,15,2,1,15,CTR30771
GREECE,CTR3077,GREECE,Purchase Order,144928 BOII,O,LIM,28,10,24-12-2024,26-02-2025,15,2,2,15,CTR30772
GREECE,CTR3078,GREECE,Purchase Order,CEO20495-144954b,O,CAP,187,3,23-01-2025,14-02-2025,5,2,1,5,CTR30781
GREECE,CTR3078,GREECE,Purchase Order,CEO20497-144951,O,CAP,1,2,23-01-2025,14-02-2025,5,2,2,5,CTR30782
GREECE,CTR3082,GREECE,Purchase Order,144918,O,AYD,95,40,18-12-2024,18-03-2025,40,1,1,40,CTR30821
GREECE,CTR3085,GREECE,Purchase Order,144858 BOII,O,LIM,31,5,30-10-2024,05-02-2025,20,4,1,10,CTR30851
GREECE,CTR3085,GREECE,Purchase Order,144887 BO,O,LIM,42,5,26-11-2024,05-02-2025,20,4,2,10,CTR30852
GREECE,CTR3085,GREECE,Purchase Order,144928 BOII,O,LIM,10,5,24-12-2024,26-02-2025,20,4,3,5,CTR30853
GREECE,CTR3085,GREECE,Purchase Order,144950,O,LIM,12,5,23-01-2025,25-04-2025,20,4,4,5,CTR30854
GREECE,CTR3086,GREECE,Purchase Order,144918,O,AYD,8,120,18-12-2024,18-03-2025,180,2,1,120,CTR30861
GREECE,CTR3086,GREECE,Purchase Order,144963,O,AYD,8,60,27-01-2025,16-05-2025,180,2,2,60,CTR30862
GREECE,CTR3088,GREECE,Purchase Order,CEO20395-144920,O,CAP,8,13,18-12-2024,29-01-2025,13,1,1,13,CTR30881
GREECE,CTR3089,GREECE,Purchase Order,144928 BOII,O,LIM,32,25,24-12-2024,26-02-2025,60,2,1,25,CTR30891
GREECE,CTR3089,GREECE,Purchase Order,144950,O,LIM,46,35,23-01-2025,25-04-2025,60,2,2,35,CTR30892
GREECE,CTR3091,GREECE,Purchase Order,144918,O,AYD,60,30,18-12-2024,18-03-2025,30,1,1,30,CTR30911
GREECE,CTR3092,GREECE,Purchase Order,144892 BO,O,AYD,56,40,27-11-2024,20-02-2025,40,1,1,40,CTR30921
GREECE,CTR3094,GREECE,Purchase Order,144918,O,AYD,16,20,18-12-2024,18-03-2025,70,2,1,20,CTR30941
GREECE,CTR3094,GREECE,Purchase Order,144963,O,AYD,16,50,27-01-2025,16-05-2025,70,2,2,50,CTR30942
GREECE,CTR3098,GREECE,Purchase Order,144928 BO,O,LIM,42,25,24-12-2024,05-02-2025,40,2,1,25,CTR30981
GREECE,CTR3098,GREECE,Purchase Order,144950,O,LIM,36,15,23-01-2025,25-04-2025,40,2,2,15,CTR30982
GREECE,CTR3100,GREECE,Purchase Order,CEO20409-144929,O,CAP,13,5,24-12-2024,29-01-2025,40,4,1,5,CTR31001
GREECE,CTR3100,GREECE,Purchase Order,144817 BOIV,O,LIM,1,20,30-09-2024,26-02-2025,40,4,2,30,CTR31002
GREECE,CTR3100,GREECE,Purchase Order,144887 BOII,O,LIM,5,10,26-11-2024,26-02-2025,40,4,3,30,CTR31003
GREECE,CTR3100,GREECE,Purchase Order,144950,O,LIM,37,5,23-01-2025,25-04-2025,40,4,4,5,CTR31004
GREECE,CTR3101,GREECE,Purchase Order,144918,O,AYD,93,20,18-12-2024,18-03-2025,20,1,1,20,CTR31011
GREECE,CTR3104,GREECE,Purchase Order,144950,O,LIM,39,15,23-01-2025,25-04-2025,15,1,1,15,CTR31041
GREECE,CTR3106,GREECE,Purchase Order,144963,O,AYD,60,20,27-01-2025,16-05-2025,20,1,1,20,CTR31061
GREECE,CTR3107,GREECE,Purchase Order,CEO20495-144954b,O,CAP,188,2,23-01-2025,14-02-2025,22,2,1,2,CTR31071
GREECE,CTR3107,GREECE,Purchase Order,144918,O,AYD,123,20,18-12-2024,18-03-2025,22,2,2,20,CTR31072
GREECE,CTR3108,GREECE,Purchase Order,CEO20401-144926,O,CAP,26,1,20-12-2024,29-01-2025,9,2,1,1,CTR31081
GREECE,CTR3108,GREECE,Purchase Order,144925,O,FORMPART,65,8,20-12-2024,06-02-2025,9,2,2,8,CTR31082
GREECE,CTR3116,GREECE,Purchase Order,144918,O,AYD,122,20,18-12-2024,18-03-2025,20,1,1,20,CTR31161
GREECE,CTR3117,GREECE,Purchase Order,CEO20395-144920,O,CAP,16,19,18-12-2024,29-01-2025,19,1,1,19,CTR31171
GREECE,CTR3120,GREECE,Purchase Order,144858 BOII,O,LIM,32,5,30-10-2024,05-02-2025,10,2,1,5,CTR31201
GREECE,CTR3120,GREECE,Purchase Order,144928 BOII,O,LIM,25,5,24-12-2024,26-02-2025,10,2,2,5,CTR31202
GREECE,CTR3121,GREECE,Purchase Order,CEO20521-144964,O,CAP,17,6,27-01-2025,14-02-2025,6,1,1,6,CTR31211
GREECE,CTR3124,GREECE,Purchase Order,CEO20409-144929,O,CAP,36,27,24-12-2024,29-01-2025,87,4,1,27,CTR31241
GREECE,CTR3124,GREECE,Purchase Order,144928 BO,O,LIM,43,20,24-12-2024,05-02-2025,87,4,2,20,CTR31242
GREECE,CTR3124,GREECE,Purchase Order,CEO20497-144951,O,CAP,30,15,23-01-2025,14-02-2025,87,4,3,15,CTR31243
GREECE,CTR3124,GREECE,Purchase Order,144950,O,LIM,123,25,23-01-2025,25-04-2025,87,4,4,25,CTR31244
GREECE,CTR3125,GREECE,Purchase Order,144892 BO,O,AYD,85,60,27-11-2024,20-02-2025,100,2,1,60,CTR31251
GREECE,CTR3125,GREECE,Purchase Order,144963,O,AYD,156,40,27-01-2025,16-05-2025,100,2,2,40,CTR31252
GREECE,CTR3126,GREECE,Purchase Order,144887 BO,O,LIM,43,10,26-11-2024,05-02-2025,15,2,1,10,CTR31261
GREECE,CTR3126,GREECE,Purchase Order,144928 BOII,O,LIM,86,5,24-12-2024,26-02-2025,15,2,2,5,CTR31262
GREECE,CTR3132,GREECE,Purchase Order,144965,O,IBERICA,25,5,27-01-2025,26-02-2025,5,1,1,5,CTR31321
GREECE,CTR3138,GREECE,Purchase Order,CEO20531-144967,O,CAP,21,1,28-01-2025,14-02-2025,1,1,1,1,CTR31381
GREECE,CTR3140,GREECE,Purchase Order,144887 BO,O,LIM,44,10,26-11-2024,05-02-2025,35,3,1,10,CTR31401
GREECE,CTR3140,GREECE,Purchase Order,144928 BOII,O,LIM,13,15,24-12-2024,26-02-2025,35,3,2,15,CTR31402
GREECE,CTR3140,GREECE,Purchase Order,144950,O,LIM,15,10,23-01-2025,25-04-2025,35,3,3,10,CTR31403
GREECE,CTR3141,GREECE,Purchase Order,144892 BO,O,AYD,82,5,27-11-2024,20-02-2025,5,1,1,5,CTR31411
GREECE,CTR3146,GREECE,Purchase Order,144918,O,AYD,158,20,18-12-2024,18-03-2025,20,1,1,20,CTR31461
GREECE,CTR3150,GREECE,Purchase Order,CEO20497-144951,O,CAP,8,2,23-01-2025,14-02-2025,2,1,1,2,CTR31501
GREECE,CTR3152,GREECE,Purchase Order,144963,O,AYD,61,40,27-01-2025,16-05-2025,40,1,1,40,CTR31521
GREECE,CTR3153,GREECE,Purchase Order,144892 BO,O,AYD,90,20,27-11-2024,20-02-2025,20,1,1,20,CTR31531
GREECE,CTR3154,GREECE,Purchase Order,144887 BOII,O,LIM,6,5,26-11-2024,26-02-2025,10,2,1,10,CTR31541
GREECE,CTR3154,GREECE,Purchase Order,144928 BOII,O,LIM,27,5,24-12-2024,26-02-2025,10,2,2,10,CTR31542
GREECE,CTR3157,GREECE,Purchase Order,144858 BOII,O,LIM,33,5,30-10-2024,05-02-2025,5,1,1,5,CTR31571
GREECE,CTR3158,GREECE,Purchase Order,CEO20495-144954b,O,CAP,189,2,23-01-2025,14-02-2025,42,3,1,2,CTR31581
GREECE,CTR3158,GREECE,Purchase Order,144892 BO,O,AYD,55,20,27-11-2024,20-02-2025,42,3,2,20,CTR31582
GREECE,CTR3158,GREECE,Purchase Order,144963,O,AYD,115,20,27-01-2025,16-05-2025,42,3,3,20,CTR31583
GREECE,CTR3162,GREECE,Purchase Order,144892 BO,O,AYD,136,20,27-11-2024,20-02-2025,20,1,1,20,CTR31621
GREECE,CTR3163,GREECE,Purchase Order,CEO20521-144964,O,CAP,19,4,27-01-2025,14-02-2025,4,1,1,4,CTR31631
GREECE,CTR3164,GREECE,Purchase Order,144918,O,AYD,98,20,18-12-2024,18-03-2025,20,1,1,20,CTR31641
GREECE,CTR3167,GREECE,Purchase Order,144928 BOII,O,LIM,24,5,24-12-2024,26-02-2025,15,2,1,5,CTR31671
GREECE,CTR3167,GREECE,Purchase Order,144950,O,LIM,35,10,23-01-2025,25-04-2025,15,2,2,10,CTR31672
