site1,part/number,site2,document/type,purchase/order/number,indication,supplier,first/qty,purchase/order/quantity,created/date,eta,total/po/qty,total/number/of/po,eta/status,final/po/qty,index/part/number
GREECE,ADC2730V,GREECE,Purchase Order,144860 BOII,O,LUDA,70,20,31-10-2024,03-02-2025,20,1,1,20,ADC2730V1
GREECE,ADC2801,GREECE,Purchase Order,144789,O,LUDA,115,20,04-09-2024,03-02-2025,40,2,1,20,ADC28011
GREECE,ADC2801,GREECE,Purchase Order,144961,O,LUDA,104,20,27-01-2025,27-05-2025,40,2,2,20,ADC28012
GREECE,ADC2804V,GREECE,Purchase Order,144949,O,IBERICA,49,2,21-01-2025,26-02-2025,2,1,1,2,ADC2804V1
GREECE,ADC2805,GREECE,Purchase Order,144789,O,LUDA,55,20,04-09-2024,03-02-2025,120,4,1,120,ADC28051
GREECE,ADC2805,GREECE,Purchase Order,144807,O,LUDA,93,20,23-09-2024,03-02-2025,120,4,2,120,ADC28052
GREECE,ADC2805,GREECE,Purchase Order,144825,O,LUDA,16,60,07-10-2024,03-02-2025,120,4,3,120,ADC28053
GREECE,ADC2805,GREECE,Purchase Order,144860,O,LUDA,32,20,31-10-2024,03-02-2025,120,4,4,120,ADC28054
GREECE,ADC2810V,GREECE,Purchase Order,144933,O,LUDA,205,20,30-12-2024,29-04-2025,70,2,1,20,ADC2810V1
GREECE,ADC2810V,GREECE,Purchase Order,144961,O,LUDA,106,50,27-01-2025,27-05-2025,70,2,2,50,ADC2810V2
GREECE,ADC2811V,GREECE,Purchase Order,144860,O,LUDA,86,20,31-10-2024,03-02-2025,90,4,1,20,ADC2811V1
GREECE,ADC2811V,GREECE,Purchase Order,144884,O,LUDA,61,20,21-11-2024,14-02-2025,90,4,2,20,ADC2811V2
GREECE,ADC2811V,GREECE,Purchase Order,144933,O,LUDA,170,30,30-12-2024,29-04-2025,90,4,3,30,ADC2811V3
GREECE,ADC2811V,GREECE,Purchase Order,144961,O,LUDA,92,20,27-01-2025,27-05-2025,90,4,4,20,ADC2811V4
GREECE,ADC2812,GREECE,Purchase Order,144807,O,LUDA,107,20,23-09-2024,03-02-2025,20,1,1,20,ADC28121
GREECE,ADC2817V,GREECE,Purchase Order,144825 BO,O,LUDA,66,20,07-10-2024,10-02-2025,40,2,1,20,ADC2817V1
GREECE,ADC2817V,GREECE,Purchase Order,144884 BOII,O,LUDA,53,20,21-11-2024,14-02-2025,40,2,2,20,ADC2817V2
GREECE,ADC2818V,GREECE,Purchase Order,144789,O,LUDA,81,20,04-09-2024,03-02-2025,60,3,1,40,ADC2818V1
GREECE,ADC2818V,GREECE,Purchase Order,144860,O,LUDA,73,20,31-10-2024,03-02-2025,60,3,2,40,ADC2818V2
GREECE,ADC2818V,GREECE,Purchase Order,144933,O,LUDA,174,20,30-12-2024,29-04-2025,60,3,3,20,ADC2818V3
GREECE,ADC2821V,GREECE,Purchase Order,144860 BOII,O,LUDA,71,20,31-10-2024,03-02-2025,110,5,1,20,ADC2821V1
GREECE,ADC2821V,GREECE,Purchase Order,144884 BO,O,LUDA,73,20,21-11-2024,14-02-2025,110,5,2,20,ADC2821V2
GREECE,ADC2821V,GREECE,Purchase Order,144905,O,LUDA,75,20,06-12-2024,26-03-2025,110,5,3,20,ADC2821V3
GREECE,ADC2821V,GREECE,Purchase Order,144933,O,LUDA,142,30,30-12-2024,29-04-2025,110,5,4,30,ADC2821V4
GREECE,ADC2821V,GREECE,Purchase Order,144961,O,LUDA,87,20,27-01-2025,27-05-2025,110,5,5,20,ADC2821V5
GREECE,ADC2823V,GREECE,Purchase Order,144789,O,LUDA,106,20,04-09-2024,03-02-2025,40,2,1,40,ADC2823V1
GREECE,ADC2823V,GREECE,Purchase Order,144860,O,LUDA,88,20,31-10-2024,03-02-2025,40,2,2,40,ADC2823V2
GREECE,ADC2824V,GREECE,Purchase Order,CEO20517-144960,O,CAP,21,4,27-01-2025,14-02-2025,4,1,1,4,ADC2824V1
GREECE,ADC2825V,GREECE,Purchase Order,CSO492875_REPLEN,O,CAP,15,2,23-01-2025,07-02-2025,4,2,1,2,ADC2825V1
GREECE,ADC2825V,GREECE,Purchase Order,CEO20493-144953,O,CAP,58,2,23-01-2025,14-02-2025,4,2,2,2,ADC2825V2
GREECE,ADC2826,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,105,2,08-01-2025,07-02-2025,2,1,1,2,ADC28261
GREECE,ADC2834V,GREECE,Purchase Order,144789,O,LUDA,17,40,04-09-2024,03-02-2025,110,4,1,90,ADC2834V1
GREECE,ADC2834V,GREECE,Purchase Order,144807,O,LUDA,65,20,23-09-2024,03-02-2025,110,4,2,90,ADC2834V2
GREECE,ADC2834V,GREECE,Purchase Order,144860 BOII,O,LUDA,72,30,31-10-2024,03-02-2025,110,4,3,90,ADC2834V3
GREECE,ADC2834V,GREECE,Purchase Order,144933,O,LUDA,115,20,30-12-2024,29-04-2025,110,4,4,20,ADC2834V4
GREECE,ADC2840,GREECE,Purchase Order,144789,O,LUDA,62,20,04-09-2024,03-02-2025,60,2,1,20,ADC28401
GREECE,ADC2840,GREECE,Purchase Order,144884 BOII,O,LUDA,54,40,21-11-2024,14-02-2025,60,2,2,40,ADC28402
GREECE,ADC2841,GREECE,Purchase Order,144789,O,LUDA,124,20,04-09-2024,03-02-2025,20,1,1,20,ADC28411
GREECE,ADC2842V,GREECE,Purchase Order,144789,O,LUDA,44,20,04-09-2024,03-02-2025,100,5,1,40,ADC2842V1
GREECE,ADC2842V,GREECE,Purchase Order,144860 BO,O,LUDA,74,20,31-10-2024,03-02-2025,100,5,2,40,ADC2842V2
GREECE,ADC2842V,GREECE,Purchase Order,144825 BO,O,LUDA,56,20,07-10-2024,10-02-2025,100,5,3,20,ADC2842V3
GREECE,ADC2842V,GREECE,Purchase Order,144884,O,LUDA,62,20,21-11-2024,14-02-2025,100,5,4,20,ADC2842V4
GREECE,ADC2842V,GREECE,Purchase Order,144933,O,LUDA,108,20,30-12-2024,29-04-2025,100,5,5,20,ADC2842V5
GREECE,ADC2844V,GREECE,Purchase Order,CEO20465-144944,O,CAP,4,20,15-01-2025,07-02-2025,50,2,1,20,ADC2844V1
GREECE,ADC2844V,GREECE,Purchase Order,144851,O,YENHERE,7,30,24-10-2024,21-02-2025,50,2,2,30,ADC2844V2
GREECE,ADC2845V,GREECE,Purchase Order,144825 BOII,O,LUDA,58,20,07-10-2024,10-02-2025,40,2,1,20,ADC2845V1
GREECE,ADC2845V,GREECE,Purchase Order,144933,O,LUDA,163,20,30-12-2024,29-04-2025,40,2,2,20,ADC2845V2
GREECE,ADC2846,GREECE,Purchase Order,144825,O,LUDA,58,20,07-10-2024,03-02-2025,60,2,1,20,ADC28461
GREECE,ADC2846,GREECE,Purchase Order,144905,O,LUDA,82,40,06-12-2024,26-03-2025,60,2,2,40,ADC28462
GREECE,ADC2847V,GREECE,Purchase Order,144905,O,LUDA,77,20,06-12-2024,26-03-2025,40,2,1,20,ADC2847V1
GREECE,ADC2847V,GREECE,Purchase Order,144961,O,LUDA,88,20,27-01-2025,27-05-2025,40,2,2,20,ADC2847V2
GREECE,ADC2848V,GREECE,Purchase Order,144807,O,LUDA,66,20,23-09-2024,03-02-2025,100,4,1,60,ADC2848V1
GREECE,ADC2848V,GREECE,Purchase Order,144860 BOII,O,LUDA,73,40,31-10-2024,03-02-2025,100,4,2,60,ADC2848V2
GREECE,ADC2848V,GREECE,Purchase Order,144884 BOII,O,LUDA,55,20,21-11-2024,14-02-2025,100,4,3,20,ADC2848V3
GREECE,ADC2848V,GREECE,Purchase Order,144933,O,LUDA,116,20,30-12-2024,29-04-2025,100,4,4,20,ADC2848V4
GREECE,ADC2849V,GREECE,Purchase Order,144825 BO,O,LUDA,42,30,07-10-2024,10-02-2025,50,2,1,30,ADC2849V1
GREECE,ADC2849V,GREECE,Purchase Order,144905,O,LUDA,78,20,06-12-2024,26-03-2025,50,2,2,20,ADC2849V2
GREECE,ADC2851V,GREECE,Purchase Order,144789,O,LUDA,113,20,04-09-2024,03-02-2025,20,1,1,20,ADC2851V1
GREECE,ADC2853V,GREECE,Purchase Order,144825,O,LUDA,60,20,07-10-2024,03-02-2025,20,1,1,20,ADC2853V1
GREECE,ADC2863V,GREECE,Purchase Order,CEO20341-144906,O,CAP,3,14,06-12-2024,29-01-2025,34,2,1,14,ADC2863V1
GREECE,ADC2863V,GREECE,Purchase Order,144933,O,LUDA,189,20,30-12-2024,29-04-2025,34,2,2,20,ADC2863V2
GREECE,ADC2864V,GREECE,Purchase Order,144789,O,LUDA,125,20,04-09-2024,03-02-2025,23,2,1,20,ADC2864V1
GREECE,ADC2864V,GREECE,Purchase Order,CEO20517-144960,O,CAP,26,3,27-01-2025,14-02-2025,23,2,2,3,ADC2864V2
GREECE,ADC2875V,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,106,2,08-01-2025,07-02-2025,2,1,1,2,ADC2875V1
GREECE,ADC2880V,GREECE,Purchase Order,144961,O,LUDA,79,50,27-01-2025,27-05-2025,50,1,1,50,ADC2880V1
GREECE,ADC2888V,GREECE,Purchase Order,144570 BOV,O,IBERICA,1,1,02-04-2024,26-02-2025,1,1,1,1,ADC2888V1
GREECE,ADC2892,GREECE,Purchase Order,CSO490470_REPLEN,O,CAP,7,8,16-01-2025,07-02-2025,8,1,1,8,ADC28921
GREECE,ADC2907V,GREECE,Purchase Order,144933,O,LUDA,186,20,30-12-2024,29-04-2025,20,1,1,20,ADC2907V1
GREECE,ADC2915V,GREECE,Purchase Order,144949,O,IBERICA,50,2,21-01-2025,26-02-2025,2,1,1,2,ADC2915V1
GREECE,ADC2916V,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,107,1,08-01-2025,07-02-2025,4,2,1,1,ADC2916V1
GREECE,ADC2916V,GREECE,Purchase Order,144955,O,IBERICA,37,3,23-01-2025,26-02-2025,4,2,2,3,ADC2916V2
GREECE,ADC2921V,GREECE,Purchase Order,144905,O,LUDA,101,20,06-12-2024,26-03-2025,20,1,1,20,ADC2921V1
GREECE,ADC2922V,GREECE,Purchase Order,CEO20493-144953,O,CAP,59,2,23-01-2025,14-02-2025,2,1,1,2,ADC2922V1
GREECE,ADC2923V,GREECE,Purchase Order,CEO20517-144960,O,CAP,17,4,27-01-2025,14-02-2025,8,2,1,4,ADC2923V1
GREECE,ADC2923V,GREECE,Purchase Order,144962,O,IBERICA,3,4,27-01-2025,26-02-2025,8,2,2,4,ADC2923V2
GREECE,ADC2924V,GREECE,Purchase Order,144905,O,LUDA,97,20,06-12-2024,26-03-2025,40,2,1,20,ADC2924V1
GREECE,ADC2924V,GREECE,Purchase Order,144933,O,LUDA,187,20,30-12-2024,29-04-2025,40,2,2,20,ADC2924V2
GREECE,ADC2926V,GREECE,Purchase Order,144884 BO,O,LUDA,74,20,21-11-2024,14-02-2025,60,3,1,20,ADC2926V1
GREECE,ADC2926V,GREECE,Purchase Order,144933,O,LUDA,177,20,30-12-2024,29-04-2025,60,3,2,20,ADC2926V2
GREECE,ADC2926V,GREECE,Purchase Order,144961,O,LUDA,96,20,27-01-2025,27-05-2025,60,3,3,20,ADC2926V3
GREECE,ADC2929V,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,108,2,08-01-2025,07-02-2025,2,1,1,2,ADC2929V1
GREECE,ADC2930V,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,109,2,08-01-2025,07-02-2025,2,1,1,2,ADC2930V1
GREECE,ADC2946,GREECE,Purchase Order,144949,O,IBERICA,51,2,21-01-2025,26-02-2025,2,1,1,2,ADC29461
GREECE,ADC2954V,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,110,2,08-01-2025,07-02-2025,2,1,1,2,ADC2954V1
GREECE,ADC2961V,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,111,1,08-01-2025,07-02-2025,4,2,1,1,ADC2961V1
GREECE,ADC2961V,GREECE,Purchase Order,144949,O,IBERICA,52,3,21-01-2025,26-02-2025,4,2,2,3,ADC2961V2
GREECE,ADC2968V,GREECE,Purchase Order,144905,O,LUDA,90,20,06-12-2024,26-03-2025,20,1,1,20,ADC2968V1
GREECE,ADC2971,GREECE,Purchase Order,144933,O,LUDA,168,20,30-12-2024,29-04-2025,20,1,1,20,ADC29711
GREECE,ADC2974V,GREECE,Purchase Order,CEO20517-144960,O,CAP,24,8,27-01-2025,14-02-2025,8,1,1,8,ADC2974V1
GREECE,ADC2979V,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,112,2,08-01-2025,07-02-2025,2,1,1,2,ADC2979V1
GREECE,ADC2981,GREECE,Purchase Order,CSO492875_REPLEN,O,CAP,16,4,23-01-2025,07-02-2025,8,2,1,4,ADC29811
GREECE,ADC2981,GREECE,Purchase Order,CEO20493-144953,O,CAP,60,4,23-01-2025,14-02-2025,8,2,2,4,ADC29812
GREECE,ADC2982V,GREECE,Purchase Order,144884 BOII,O,LUDA,56,114,21-11-2024,14-02-2025,254,3,1,114,ADC2982V1
GREECE,ADC2982V,GREECE,Purchase Order,144933,O,LUDA,44,60,30-12-2024,29-04-2025,254,3,2,60,ADC2982V2
GREECE,ADC2982V,GREECE,Purchase Order,144961,O,LUDA,22,80,27-01-2025,27-05-2025,254,3,3,80,ADC2982V3
GREECE,ADC2983,GREECE,Purchase Order,144789,O,LUDA,83,20,04-09-2024,03-02-2025,40,2,1,20,ADC29831
GREECE,ADC2983,GREECE,Purchase Order,144905,O,LUDA,85,20,06-12-2024,26-03-2025,40,2,2,20,ADC29832
GREECE,ADC2991V,GREECE,Purchase Order,144789,O,LUDA,38,30,04-09-2024,03-02-2025,140,6,1,80,ADC2991V1
GREECE,ADC2991V,GREECE,Purchase Order,144807,O,LUDA,77,20,23-09-2024,03-02-2025,140,6,2,80,ADC2991V2
GREECE,ADC2991V,GREECE,Purchase Order,144860,O,LUDA,83,30,31-10-2024,03-02-2025,140,6,3,80,ADC2991V3
GREECE,ADC2991V,GREECE,Purchase Order,144884,O,LUDA,63,20,21-11-2024,14-02-2025,140,6,4,20,ADC2991V4
GREECE,ADC2991V,GREECE,Purchase Order,144905,O,LUDA,66,20,06-12-2024,26-03-2025,140,6,5,20,ADC2991V5
GREECE,ADC2991V,GREECE,Purchase Order,144961,O,LUDA,76,20,27-01-2025,27-05-2025,140,6,6,20,ADC2991V6
GREECE,ADC2992V,GREECE,Purchase Order,144860 BO,O,LUDA,75,20,31-10-2024,03-02-2025,100,4,1,20,ADC2992V1
GREECE,ADC2992V,GREECE,Purchase Order,144825 BO,O,LUDA,29,40,07-10-2024,10-02-2025,100,4,2,40,ADC2992V2
GREECE,ADC2992V,GREECE,Purchase Order,144933,O,LUDA,155,20,30-12-2024,29-04-2025,100,4,3,20,ADC2992V3
GREECE,ADC2992V,GREECE,Purchase Order,144961,O,LUDA,89,20,27-01-2025,27-05-2025,100,4,4,20,ADC2992V4
GREECE,ADC2999V,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,113,2,08-01-2025,07-02-2025,2,1,1,2,ADC2999V1
GREECE,ADC3002,GREECE,Purchase Order,144860 BO,O,LUDA,76,40,31-10-2024,03-02-2025,182,3,1,40,ADC30021
GREECE,ADC3002,GREECE,Purchase Order,144825 BOII,O,LUDA,7,112,07-10-2024,10-02-2025,182,3,2,112,ADC30022
GREECE,ADC3002,GREECE,Purchase Order,144884 BOII,O,LUDA,57,30,21-11-2024,14-02-2025,182,3,3,30,ADC30023
GREECE,ADC3003,GREECE,Purchase Order,144884 BO,O,LUDA,75,20,21-11-2024,14-02-2025,20,1,1,20,ADC30031
GREECE,ADC3006,GREECE,Purchase Order,144860,O,LUDA,23,20,31-10-2024,03-02-2025,20,1,1,20,ADC30061
GREECE,ADC3008,GREECE,Purchase Order,144789,O,LUDA,121,20,04-09-2024,03-02-2025,20,1,1,20,ADC30081
GREECE,ADC3009,GREECE,Purchase Order,144788,O,LUDA,33,62,04-09-2024,03-02-2025,204,5,1,124,ADC30091
GREECE,ADC3009,GREECE,Purchase Order,144860,O,LUDA,91,62,31-10-2024,03-02-2025,204,5,2,124,ADC30092
GREECE,ADC3009,GREECE,Purchase Order,144825 BOII,O,LUDA,23,40,07-10-2024,10-02-2025,204,5,3,40,ADC30093
GREECE,ADC3009,GREECE,Purchase Order,144884 BOII,O,LUDA,58,20,21-11-2024,14-02-2025,204,5,4,20,ADC30094
GREECE,ADC3009,GREECE,Purchase Order,144961,O,LUDA,33,20,27-01-2025,27-05-2025,204,5,5,20,ADC30095
GREECE,ADC3010,GREECE,Purchase Order,144860,O,LUDA,93,40,31-10-2024,03-02-2025,120,3,1,90,ADC30101
GREECE,ADC3010,GREECE,Purchase Order,144788 BO,O,LUDA,40,50,04-09-2024,03-02-2025,120,3,2,90,ADC30102
GREECE,ADC3010,GREECE,Purchase Order,144884 BOII,O,LUDA,59,30,21-11-2024,14-02-2025,120,3,3,30,ADC30103
GREECE,ADC3011,GREECE,Purchase Order,144860 BOII,O,LUDA,74,60,31-10-2024,03-02-2025,290,5,1,60,ADC30111
GREECE,ADC3011,GREECE,Purchase Order,144825 BOII,O,LUDA,12,80,07-10-2024,10-02-2025,290,5,2,80,ADC30112
GREECE,ADC3011,GREECE,Purchase Order,144884 BOII,O,LUDA,60,70,21-11-2024,14-02-2025,290,5,3,70,ADC30113
GREECE,ADC3011,GREECE,Purchase Order,144933,O,LUDA,46,30,30-12-2024,29-04-2025,290,5,4,30,ADC30114
GREECE,ADC3011,GREECE,Purchase Order,144961,O,LUDA,23,50,27-01-2025,27-05-2025,290,5,5,50,ADC30115
GREECE,ADC3012,GREECE,Purchase Order,144789,O,LUDA,64,20,04-09-2024,03-02-2025,60,3,1,40,ADC30121
GREECE,ADC3012,GREECE,Purchase Order,144860 BOII,O,LUDA,75,20,31-10-2024,03-02-2025,60,3,2,40,ADC30122
GREECE,ADC3012,GREECE,Purchase Order,144933,O,LUDA,169,20,30-12-2024,29-04-2025,60,3,3,20,ADC30123
GREECE,ADC3015,GREECE,Purchase Order,144884 BOII,O,LUDA,61,20,21-11-2024,14-02-2025,20,1,1,20,ADC30151
GREECE,ADC3017,GREECE,Purchase Order,144825 BO,O,LUDA,38,30,07-10-2024,10-02-2025,56,3,1,30,ADC30171
GREECE,ADC3017,GREECE,Purchase Order,CEO20517-144960,O,CAP,2,6,27-01-2025,14-02-2025,56,3,2,6,ADC30172
GREECE,ADC3017,GREECE,Purchase Order,144905,O,LUDA,39,20,06-12-2024,26-03-2025,56,3,3,20,ADC30173
GREECE,ADC3018,GREECE,Purchase Order,144807,O,LUDA,53,20,23-09-2024,03-02-2025,130,5,1,40,ADC30181
GREECE,ADC3018,GREECE,Purchase Order,144860 BO,O,LUDA,77,20,31-10-2024,03-02-2025,130,5,2,40,ADC30182
GREECE,ADC3018,GREECE,Purchase Order,144884 BOII,O,LUDA,62,30,21-11-2024,14-02-2025,130,5,3,30,ADC30183
GREECE,ADC3018,GREECE,Purchase Order,144905,O,LUDA,51,20,06-12-2024,26-03-2025,130,5,4,20,ADC30184
GREECE,ADC3018,GREECE,Purchase Order,144961,O,LUDA,53,40,27-01-2025,27-05-2025,130,5,5,40,ADC30185
GREECE,ADC3034,GREECE,Purchase Order,144825 BO,O,LUDA,68,20,07-10-2024,10-02-2025,40,2,1,20,ADC30341
GREECE,ADC3034,GREECE,Purchase Order,144884 BOII,O,LUDA,63,20,21-11-2024,14-02-2025,40,2,2,20,ADC30342
GREECE,ADC3037,GREECE,Purchase Order,CEO20517-144960,O,CAP,10,10,27-01-2025,14-02-2025,10,1,1,10,ADC30371
GREECE,ADC4001,GREECE,Purchase Order,CEO20493-144953,O,CAP,61,2,23-01-2025,14-02-2025,2,1,1,2,ADC40011
GREECE,ADC4002V,GREECE,Purchase Order,144807,O,LUDA,17,30,23-09-2024,03-02-2025,170,5,1,90,ADC4002V1
GREECE,ADC4002V,GREECE,Purchase Order,144860,O,LUDA,10,60,31-10-2024,03-02-2025,170,5,2,90,ADC4002V2
GREECE,ADC4002V,GREECE,Purchase Order,144825 BOII,O,LUDA,27,30,07-10-2024,10-02-2025,170,5,3,30,ADC4002V3
GREECE,ADC4002V,GREECE,Purchase Order,144884 BOII,O,LUDA,64,30,21-11-2024,14-02-2025,170,5,4,30,ADC4002V4
GREECE,ADC4002V,GREECE,Purchase Order,144905,O,LUDA,33,20,06-12-2024,26-03-2025,170,5,5,20,ADC4002V5
GREECE,ADC4008V,GREECE,Purchase Order,144933,O,LUDA,202,20,30-12-2024,29-04-2025,20,1,1,20,ADC4008V1
GREECE,ADC4009,GREECE,Purchase Order,144905,O,LUDA,86,20,06-12-2024,26-03-2025,40,2,1,20,ADC40091
GREECE,ADC4009,GREECE,Purchase Order,144933,O,LUDA,176,20,30-12-2024,29-04-2025,40,2,2,20,ADC40092
GREECE,ADC4010V,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,114,2,08-01-2025,07-02-2025,6,2,1,2,ADC4010V1
GREECE,ADC4010V,GREECE,Purchase Order,144949,O,IBERICA,53,4,21-01-2025,26-02-2025,6,2,2,4,ADC4010V2
GREECE,ADC4011,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,115,2,08-01-2025,07-02-2025,2,1,1,2,ADC40111
GREECE,ADC4014V,GREECE,Purchase Order,144788 BO,O,LUDA,41,60,04-09-2024,03-02-2025,80,2,1,60,ADC4014V1
GREECE,ADC4014V,GREECE,Purchase Order,144933,O,LUDA,131,20,30-12-2024,29-04-2025,80,2,2,20,ADC4014V2
GREECE,ADC4032,GREECE,Purchase Order,144825,O,LUDA,59,20,07-10-2024,03-02-2025,20,1,1,20,ADC40321
GREECE,ADC4048,GREECE,Purchase Order,144949,O,IBERICA,54,3,21-01-2025,26-02-2025,3,1,1,3,ADC40481
GREECE,ADC4052,GREECE,Purchase Order,144860,O,LUDA,6,20,31-10-2024,03-02-2025,40,2,1,20,ADC40521
GREECE,ADC4052,GREECE,Purchase Order,144884 BO,O,LUDA,76,20,21-11-2024,14-02-2025,40,2,2,20,ADC40522
GREECE,ADC4056,GREECE,Purchase Order,144949,O,IBERICA,55,1,21-01-2025,26-02-2025,1,1,1,1,ADC40561
GREECE,ADC4062,GREECE,Purchase Order,144884 BO,O,LUDA,77,20,21-11-2024,14-02-2025,40,2,1,20,ADC40621
GREECE,ADC4062,GREECE,Purchase Order,144933,O,LUDA,188,20,30-12-2024,29-04-2025,40,2,2,20,ADC40622
GREECE,ADC4063V,GREECE,Purchase Order,144933,O,LUDA,206,20,30-12-2024,29-04-2025,20,1,1,20,ADC4063V1
GREECE,ADC4064,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,116,1,08-01-2025,07-02-2025,51,3,1,1,ADC40641
GREECE,ADC4064,GREECE,Purchase Order,144884 BO,O,LUDA,78,30,21-11-2024,14-02-2025,51,3,2,30,ADC40642
GREECE,ADC4064,GREECE,Purchase Order,144933,O,LUDA,194,20,30-12-2024,29-04-2025,51,3,3,20,ADC40643
GREECE,ADC4065V,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,117,2,08-01-2025,07-02-2025,2,1,1,2,ADC4065V1
GREECE,ADC4068,GREECE,Purchase Order,144905,O,LUDA,72,20,06-12-2024,26-03-2025,40,2,1,20,ADC40681
GREECE,ADC4068,GREECE,Purchase Order,144961,O,LUDA,78,20,27-01-2025,27-05-2025,40,2,2,20,ADC40682
GREECE,ADC4073V,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,118,2,08-01-2025,07-02-2025,2,1,1,2,ADC4073V1
GREECE,ADC4074,GREECE,Purchase Order,144949,O,IBERICA,56,2,21-01-2025,26-02-2025,2,1,1,2,ADC40741
GREECE,ADC4075V,GREECE,Purchase Order,144807,O,LUDA,67,20,23-09-2024,03-02-2025,120,4,1,40,ADC4075V1
GREECE,ADC4075V,GREECE,Purchase Order,144860 BO,O,LUDA,78,20,31-10-2024,03-02-2025,120,4,2,40,ADC4075V2
GREECE,ADC4075V,GREECE,Purchase Order,144884 BO,O,LUDA,79,50,21-11-2024,14-02-2025,120,4,3,50,ADC4075V3
GREECE,ADC4075V,GREECE,Purchase Order,144961,O,LUDA,73,30,27-01-2025,27-05-2025,120,4,4,30,ADC4075V4
GREECE,ADC4079,GREECE,Purchase Order,CSO490476_LREPLE,O,CAP,6,4,15-01-2025,07-02-2025,4,1,1,4,ADC40791
GREECE,ADC4080V,GREECE,Purchase Order,144789,O,LUDA,98,20,04-09-2024,03-02-2025,40,2,1,20,ADC4080V1
GREECE,ADC4080V,GREECE,Purchase Order,144905,O,LUDA,88,20,06-12-2024,26-03-2025,40,2,2,20,ADC4080V2
GREECE,ADC4098V,GREECE,Purchase Order,144949,O,IBERICA,57,3,21-01-2025,26-02-2025,23,2,1,3,ADC4098V1
GREECE,ADC4098V,GREECE,Purchase Order,144961,O,LUDA,107,20,27-01-2025,27-05-2025,23,2,2,20,ADC4098V2
GREECE,ADC5002V,GREECE,Purchase Order,144884,O,LUDA,64,20,21-11-2024,14-02-2025,20,1,1,20,ADC5002V1
GREECE,ADC5007V,GREECE,Purchase Order,144884,O,LUDA,65,20,21-11-2024,14-02-2025,20,1,1,20,ADC5007V1
GREECE,ADC5008V,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,119,2,08-01-2025,07-02-2025,2,1,1,2,ADC5008V1
GREECE,ADC5011V,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,120,2,08-01-2025,07-02-2025,2,1,1,2,ADC5011V1
GREECE,ADC5013V,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,121,3,08-01-2025,07-02-2025,8,3,1,5,ADC5013V1
GREECE,ADC5013V,GREECE,Purchase Order,CSO492875_REPLEN,O,CAP,17,2,23-01-2025,07-02-2025,8,3,2,5,ADC5013V2
GREECE,ADC5013V,GREECE,Purchase Order,CEO20493-144953,O,CAP,62,3,23-01-2025,14-02-2025,8,3,3,3,ADC5013V3
GREECE,ADC5016V,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,122,2,08-01-2025,07-02-2025,2,1,1,2,ADC5016V1
GREECE,ADC5017V,GREECE,Purchase Order,144807,O,LUDA,113,20,23-09-2024,03-02-2025,20,1,1,20,ADC5017V1
GREECE,ADC5018V,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,123,2,08-01-2025,07-02-2025,2,1,1,2,ADC5018V1
GREECE,ADC5022V,GREECE,Purchase Order,144905,O,LUDA,104,20,06-12-2024,26-03-2025,20,1,1,20,ADC5022V1
GREECE,ADC5029VL,GREECE,Purchase Order,144949,O,IBERICA,58,3,21-01-2025,26-02-2025,3,1,1,3,ADC5029VL1
GREECE,ADC5031V,GREECE,Purchase Order,144825 BO,O,LUDA,75,20,07-10-2024,10-02-2025,40,2,1,20,ADC5031V1
GREECE,ADC5031V,GREECE,Purchase Order,144933,O,LUDA,165,20,30-12-2024,29-04-2025,40,2,2,20,ADC5031V2
GREECE,ADC5033VL,GREECE,Purchase Order,CSO490470_REPLEN,O,CAP,8,2,16-01-2025,07-02-2025,2,1,1,2,ADC5033VL1
GREECE,ADC5034VR,GREECE,Purchase Order,CSO488278_REPLEN,O,CAP,124,1,08-01-2025,07-02-2025,1,1,1,1,ADC5034VR1
GREECE,ADC5036V,GREECE,Purchase Order,144825 BO,O,LUDA,74,20,07-10-2024,10-02-2025,20,1,1,20,ADC5036V1
GREECE,ADC5037V,GREECE,Purchase Order,144825 BOII,O,LUDA,61,20,07-10-2024,10-02-2025,40,2,1,20,ADC5037V1
GREECE,ADC5037V,GREECE,Purchase Order,144961,O,LUDA,91,20,27-01-2025,27-05-2025,40,2,2,20,ADC5037V2
