standardcode,partnumber,customercode,customername,targetdate,status,2023-customer-sales,2024-customer-sales,number-of-customer-target,number-of-part-number-target,sales-after-target,total-sales-after-first-target
ADC1449VSKEXIM,ADC1449V,SKEXIM,SK Exim,,Best Offered,0,0,1,3,0,
ADC1499SKEXIM,ADC1499,SKEXIM,SK Exim,,Best Offered,0,0,1,4,0,
ADC1718VSKEXIM,ADC1718V,SKEXIM,SK Exim,,Best Offered,0,0,1,2,0,
ADC1762VSKEXIM,ADC1762V,SKEXIM,SK Exim,,Best Offered,0,0,1,1,0,
ADC1779VSKEXIM,ADC1779V,SKEXIM,SK Exim,,Best Offered,0,0,1,1,0,
ADC1780VSKEXIM,ADC1780V,SKEXIM,SK Exim,,Best Offered,0,0,1,1,0,
ADC2803VSKEXIM,ADC2803V,SKEXIM,SK Exim,,Best Offered,0,6,2,2,6,
ADC2804VSKEXIM,ADC2804V,SKEXIM,SK Exim,,Best Offered,0,6,2,4,6,
CHN11675SKEXIM,CHN11675,SKEXIM,SK Exim,,No Discount,120,220,2,2,220,
EAF501SKEXIM,EAF501,SKEXIM,SK Exim,,No Discount,30,216,2,3,216,
EAF813SKEXIM,EAF813,SKEXIM,SK Exim,,No Discount,20,102,2,3,102,
EAF818SKEXIM,EAF818,SKEXIM,SK Exim,,Best Offered,30,151,2,2,151,
EAF909SKEXIM,EAF909,SKEXIM,SK Exim,,Best Offered,20,66,2,2,66,
EAF957SKEXIM,EAF957,SKEXIM,SK Exim,,No Discount,20,36,1,2,36,
EFF207SKEXIM,EFF207,SKEXIM,SK Exim,,No Discount,10,6,1,1,6,
EFF260SKEXIM,EFF260,SKEXIM,SK Exim,,No Discount,0,6,1,1,6,
EFF313DSKEXIM,EFF313D,SKEXIM,SK Exim,,Best Offered,0,6,1,1,6,
EKF323ASKEXIM,EKF323A,SKEXIM,SK Exim,,No Discount,20,84,2,2,84,
EKF328ASKEXIM,EKF328A,SKEXIM,SK Exim,,No Discount,6,150,2,3,150,
EKF388ASKEXIM,EKF388A,SKEXIM,SK Exim,,No Discount,30,108,2,2,108,
EKF400SKEXIM,EKF400,SKEXIM,SK Exim,,Best Offered,12,99,2,2,99,
EKF419ASKEXIM,EKF419A,SKEXIM,SK Exim,,No Discount,24,48,1,1,48,
EKF436ASKEXIM,EKF436A,SKEXIM,SK Exim,,Best Offered,5,32,1,1,32,
EOF236SKEXIM,EOF236,SKEXIM,SK Exim,,No Discount,200,1008,2,3,1008,
EOF242SKEXIM,EOF242,SKEXIM,SK Exim,,Best Offered,6,50,2,2,50,
EOF261SKEXIM,EOF261,SKEXIM,SK Exim,,No Discount,24,180,2,3,180,
EOF294SKEXIM,EOF294,SKEXIM,SK Exim,,Best Offered,50,150,2,2,150,
CBP01613SKEXIM,CBP01613,SKEXIM,SK Exim,,Best Offered,2,24,1,1,24,
CBP01712SKEXIM,CBP01712,SKEXIM,SK Exim,,Best Offered,2,10,1,1,10,
CBP02126SKEXIM,CBP02126,SKEXIM,SK Exim,,Best Offered,0,10,1,1,10,
CBP02131SKEXIM,CBP02131,SKEXIM,SK Exim,,Best Offered,5,25,1,1,25,
CBP02149SKEXIM,CBP02149,SKEXIM,SK Exim,,Best Offered,5,35,1,3,35,
CBP02156SKEXIM,CBP02156,SKEXIM,SK Exim,,Best Offered,9,40,1,2,40,
CBP02220SKEXIM,CBP02220,SKEXIM,SK Exim,,Best Offered,0,15,1,1,15,
CBP02295SKEXIM,CBP02295,SKEXIM,SK Exim,,Best Offered,0,10,1,1,10,
CBP02318SKEXIM,CBP02318,SKEXIM,SK Exim,,Best Offered,0,20,1,2,20,
CBP02319SKEXIM,CBP02319,SKEXIM,SK Exim,,Best Offered,0,18,1,1,18,
CBP02345SKEXIM,CBP02345,SKEXIM,SK Exim,,Best Offered,0,20,1,1,20,
CBP02346SKEXIM,CBP02346,SKEXIM,SK Exim,,Best Offered,4,10,1,2,10,
CBP06003SKEXIM,CBP06003,SKEXIM,SK Exim,,Best Offered,0,10,1,1,10,
CBP06092SKEXIM,CBP06092,SKEXIM,SK Exim,,Best Offered,5,35,1,1,35,
CBP11224SKEXIM,CBP11224,SKEXIM,SK Exim,,Best Offered,0,16,1,1,16,
CBP12158SKEXIM,CBP12158,SKEXIM,SK Exim,,Best Offered,9,45,1,1,45,
CBP16022SKEXIM,CBP16022,SKEXIM,SK Exim,,Best Offered,2,20,1,2,20,
EKF460ASKEXIM,EKF460A,SKEXIM,SK Exim,,Best Offered,0,12,2,4,12,
ADC2515VA Psaltis + Sotiris,ADC2515V,A Psaltis + Sotiris,A Psaltis + Sotiris,,Best Offered,0,16,1,4,16,
ADC2724A Psaltis + Sotiris,ADC2724,A Psaltis + Sotiris,A Psaltis + Sotiris,,Best Offered,0,16,1,4,16,
CTY12147A Psaltis + Sotiris,CTY12147,A Psaltis + Sotiris,A Psaltis + Sotiris,,Best Offered,0,60,1,1,60,
CTY12188A Psaltis + Sotiris,CTY12188,A Psaltis + Sotiris,A Psaltis + Sotiris,,Best Offered,0,122,1,1,122,
EAF782A Psaltis + Sotiris,EAF782,A Psaltis + Sotiris,A Psaltis + Sotiris,,Best Offered,0,15,1,1,15,
EAF910A Psaltis + Sotiris,EAF910,A Psaltis + Sotiris,A Psaltis + Sotiris,,Best Offered,0,30,1,3,30,
EAF869A Psaltis + Sotiris,EAF869,A Psaltis + Sotiris,A Psaltis + Sotiris,,Target Accepted,7,15,1,1,15,
EAF1007A Psaltis + Sotiris,EAF1007,A Psaltis + Sotiris,A Psaltis + Sotiris,,No Discount,0,112,1,5,112,
ADC5017VPIONEERAUTO,ADC5017V,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,0,1,2,0,
ADC1767VPIONEERAUTO,ADC1767V,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,3,1,1,3,
ADC2515VPIONEERAUTO,ADC2515V,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,4,1,4,4,
ADC2946PIONEERAUTO,ADC2946,PIONEERAUTO,PIONEER AUTO SPARES,,No Discount,0,4,1,1,4,
ADC1918VPIONEERAUTO,ADC1918V,PIONEERAUTO,PIONEER AUTO SPARES,,No Discount,0,4,1,2,4,
CCA1493LPIONEERAUTO,CCA1493L,PIONEERAUTO,PIONEER AUTO SPARES,,No Discount,2,2,1,1,2,
CCA2493RPIONEERAUTO,CCA2493R,PIONEERAUTO,PIONEER AUTO SPARES,,No Discount,2,2,1,1,2,
CBK321PIONEERAUTO,CBK321,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,4,1,1,4,
ADC1775VPIONEERAUTO,ADC1775V,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,6,1,1,6,
EAF957PIONEERAUTO,EAF957,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,10,1,2,10,
CCA1402LPIONEERAUTO,CCA1402L,PIONEERAUTO,PIONEER AUTO SPARES,,No Discount,0,5,1,1,5,
CCA2402RPIONEERAUTO,CCA2402R,PIONEERAUTO,PIONEER AUTO SPARES,,No Discount,1,4,1,1,4,
CCA1403LPIONEERAUTO,CCA1403L,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,2,1,1,2,
CCA2403RPIONEERAUTO,CCA2403R,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,2,1,1,2,
ADC2915VPIONEERAUTO,ADC2915V,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,4,6,1,3,6,
ADC1240PIONEERAUTO,ADC1240,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,7,1,3,7,
ADC01133VPIONEERAUTO,ADC01133V,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,2,1,1,2,
ADC1761VPIONEERAUTO,ADC1761V,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,4,16,1,1,16,
ADC1499PIONEERAUTO,ADC1499,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,6,1,4,6,
ADC1673VPIONEERAUTO,ADC1673V,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,10,1,3,10,
ADC1670PIONEERAUTO,ADC1670,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,10,1,2,10,
ADC1678VPIONEERAUTO,ADC1678V,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,0,1,2,0,
ADC5049VPIONEERAUTO,ADC5049V,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,4,10,1,2,10,
ADC1657VPIONEERAUTO,ADC1657V,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,12,30,1,1,30,
ADC2612VPIONEERAUTO,ADC2612V,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,4,6,1,1,6,
ADC2892PIONEERAUTO,ADC2892,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,0,1,1,0,
ADC2963VPIONEERAUTO,ADC2963V,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,6,1,1,6,
ADC5055VPIONEERAUTO,ADC5055V,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,6,1,2,6,
ADC1749VPIONEERAUTO,ADC1749V,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,0,1,1,0,
ADC1790VLPIONEERAUTO,ADC1790VL,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,6,4,1,1,4,
ADC1791VRPIONEERAUTO,ADC1791VR,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,6,5,1,1,5,
ADC5029VLPIONEERAUTO,ADC5029VL,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,5,1,2,5,
ADC5030VRPIONEERAUTO,ADC5030VR,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,5,1,1,5,
ADC4075VPIONEERAUTO,ADC4075V,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,10,10,1,1,10,
ADC4080VPIONEERAUTO,ADC4080V,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,10,20,1,2,20,
CBJ7028PIONEERAUTO,CBJ7028,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,8,2,4,8,
CBJ7131PIONEERAUTO,CBJ7131,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,6,1,1,6,
CCA1405LPIONEERAUTO,CCA1405L,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,0,1,1,0,
CCA2405RPIONEERAUTO,CCA2405R,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,0,1,1,0,
CCA1476LPIONEERAUTO,CCA1476L,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,0,1,1,0,
CCA2476RPIONEERAUTO,CCA2476R,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,0,1,1,0,
CCA1470LPIONEERAUTO,CCA1470L,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,3,1,2,3,
CCA2470RPIONEERAUTO,CCA2470R,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,4,1,2,4,
CCA1397LPIONEERAUTO,CCA1397L,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,5,1,1,5,
CCA2397RPIONEERAUTO,CCA2397R,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,5,1,1,5,
CCA1410LPIONEERAUTO,CCA1410L,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,3,1,1,3,
CCA2410RPIONEERAUTO,CCA2410R,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,3,1,1,3,
CSL7328PIONEERAUTO,CSL7328,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,10,16,1,1,16,
EAF937PIONEERAUTO,EAF937,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,10,2,3,10,
EAF848PIONEERAUTO,EAF848,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,5,1,4,5,
CTY12090PIONEERAUTO,CTY12090,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,4,2,4,4,
EAF995PIONEERAUTO,EAF995,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,15,1,1,15,
EKF460APIONEERAUTO,EKF460A,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,10,1,4,10,
EFF376DPIONEERAUTO,EFF376D,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,4,1,2,4,
EOF256PIONEERAUTO,EOF256,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,20,2,2,20,
CRB3445PIONEERAUTO,CRB3445,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,6,1,1,6,
CBK316PIONEERAUTO,CBK316,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,6,1,1,6,
CHA324PIONEERAUTO,CHA324,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,6,1,1,6,
CBK111PIONEERAUTO,CBK111,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,2,1,2,2,
EWP372PIONEERAUTO,EWP372,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,3,1,1,3,
CSL7408PIONEERAUTO,CSL7408,PIONEERAUTO,PIONEER AUTO SPARES,,Best Offered,0,3,1,2,3,
ADC01155VKADIU,ADC01155V,KADIU,KADIU,,Best Offered,0,8,1,1,8,
ADC0277VKADIU,ADC0277V,KADIU,KADIU,,Best Offered,0,6,1,2,6,
ADC0279VKADIU,ADC0279V,KADIU,KADIU,,Best Offered,0,4,1,1,4,
ADC0289VKADIU,ADC0289V,KADIU,KADIU,,Target Accepted,0,2,1,2,2,
ADC0294KADIU,ADC0294,KADIU,KADIU,,Target Accepted,2,2,1,1,2,
ADC0295VKADIU,ADC0295V,KADIU,KADIU,,Best Offered,8,18,1,2,18,
ADC1158VKADIU,ADC1158V,KADIU,KADIU,,Best Offered,0,2,1,1,2,
ADC1274KADIU,ADC1274,KADIU,KADIU,,Best Offered,0,2,1,1,2,
ADC1277VKADIU,ADC1277V,KADIU,KADIU,,Best Offered,0,4,1,1,4,
ADC1279VKADIU,ADC1279V,KADIU,KADIU,,Best Offered,2,6,1,1,6,
ADC1282VKADIU,ADC1282V,KADIU,KADIU,,Best Offered,0,2,1,1,0,
ADC1285VKADIU,ADC1285V,KADIU,KADIU,,Best Offered,0,4,1,1,4,
ADC1287VKADIU,ADC1287V,KADIU,KADIU,,Best Offered,0,2,1,2,2,
ADC1582VKADIU,ADC1582V,KADIU,KADIU,,Best Offered,0,4,1,3,4,
ADC1671VKADIU,ADC1671V,KADIU,KADIU,,Target Accepted,2,10,1,3,10,
ADC1673VKADIU,ADC1673V,KADIU,KADIU,,Best Offered,0,6,1,3,6,
ADC1676VKADIU,ADC1676V,KADIU,KADIU,,No Discount,0,0,1,1,0,
ADC1677KADIU,ADC1677,KADIU,KADIU,,Best Offered,0,6,1,1,6,
ADC1678VKADIU,ADC1678V,KADIU,KADIU,,Best Offered,0,6,1,2,6,
ADC1770VKADIU,ADC1770V,KADIU,KADIU,,Best Offered,0,6,1,5,6,
ADC1792VKADIU,ADC1792V,KADIU,KADIU,,Best Offered,0,2,1,1,2,
ADC1920VKADIU,ADC1920V,KADIU,KADIU,,Best Offered,0,2,1,1,2,
ADC2505VKADIU,ADC2505V,KADIU,KADIU,,Best Offered,0,6,1,3,6,
ADC2515VKADIU,ADC2515V,KADIU,KADIU,,Best Offered,0,0,1,4,0,
ADC2603VKADIU,ADC2603V,KADIU,KADIU,,Target Accepted,0,6,1,2,6,
ADC2724KADIU,ADC2724,KADIU,KADIU,,Target Accepted,0,10,1,4,10,
ADC2730VKADIU,ADC2730V,KADIU,KADIU,,Target Accepted,0,8,1,2,8,
ADC2810VKADIU,ADC2810V,KADIU,KADIU,,Best Offered,0,2,1,1,2,
ADC2817VKADIU,ADC2817V,KADIU,KADIU,,Best Offered,0,6,1,1,6,
ADC2844VKADIU,ADC2844V,KADIU,KADIU,,Best Offered,0,8,1,3,8,
ADC2850VKADIU,ADC2850V,KADIU,KADIU,,Best Offered,0,0,1,1,0,
ADC2863VKADIU,ADC2863V,KADIU,KADIU,,Best Offered,0,6,1,1,4,
ADC2882VKADIU,ADC2882V,KADIU,KADIU,,Best Offered,0,2,1,1,2,
ADC2886VKADIU,ADC2886V,KADIU,KADIU,,Best Offered,0,4,1,1,4,
ADC2893VKADIU,ADC2893V,KADIU,KADIU,,Target Accepted,0,4,1,1,4,
ADC2907VKADIU,ADC2907V,KADIU,KADIU,,Best Offered,2,26,1,2,26,
ADC2920VKADIU,ADC2920V,KADIU,KADIU,,Best Offered,0,2,1,1,2,
ADC2922VKADIU,ADC2922V,KADIU,KADIU,,Best Offered,0,8,1,1,8,
ADC2923VKADIU,ADC2923V,KADIU,KADIU,,Best Offered,0,2,1,1,2,
ADC2933VKADIU,ADC2933V,KADIU,KADIU,,Target Accepted,0,2,1,1,2,
ADC2961VKADIU,ADC2961V,KADIU,KADIU,,Best Offered,0,0,1,1,0,
ADC2964VKADIU,ADC2964V,KADIU,KADIU,,Best Offered,0,2,1,3,2,
ADC2969VKADIU,ADC2969V,KADIU,KADIU,,Best Offered,0,4,1,1,4,
ADC2970VKADIU,ADC2970V,KADIU,KADIU,,Best Offered,0,4,1,1,4,
ADC2973VKADIU,ADC2973V,KADIU,KADIU,,Best Offered,0,4,1,1,2,
ADC2999VKADIU,ADC2999V,KADIU,KADIU,,Best Offered,0,2,1,1,2,
ADC3035KADIU,ADC3035,KADIU,KADIU,,Target Accepted,0,0,1,1,0,
ADC4082VKADIU,ADC4082V,KADIU,KADIU,,Best Offered,0,4,1,1,4,
ADC5003VKADIU,ADC5003V,KADIU,KADIU,,Best Offered,0,0,1,1,0,
ADC5013VKADIU,ADC5013V,KADIU,KADIU,,Best Offered,0,12,1,1,12,
ADC5027VKADIU,ADC5027V,KADIU,KADIU,,Best Offered,0,6,1,1,6,
ADC5036VKADIU,ADC5036V,KADIU,KADIU,,Best Offered,0,2,1,1,2,
ADC5047VKADIU,ADC5047V,KADIU,KADIU,,Best Offered,0,6,1,1,6,
ADC5048VKADIU,ADC5048V,KADIU,KADIU,,Best Offered,0,2,1,1,2,
ADC5050VKADIU,ADC5050V,KADIU,KADIU,,Best Offered,0,2,1,1,2,
ADC5059VKADIU,ADC5059V,KADIU,KADIU,,Best Offered,0,2,1,1,2,
ADC5061VKADIU,ADC5061V,KADIU,KADIU,,Best Offered,0,2,1,1,2,
ADC5075VKADIU,ADC5075V,KADIU,KADIU,,Best Offered,0,2,1,4,2,
ADC5079VKADIU,ADC5079V,KADIU,KADIU,,Best Offered,0,2,1,1,2,
ADC5080VKADIU,ADC5080V,KADIU,KADIU,,Best Offered,0,2,1,1,2,
ADC5081VKADIU,ADC5081V,KADIU,KADIU,,Best Offered,0,2,1,1,2,
CBC007LKADIU,CBC007L,KADIU,KADIU,,Target Accepted,10,21,1,4,21,
CBC007RKADIU,CBC007R,KADIU,KADIU,,Target Accepted,8,19,1,4,17,
CBJ7099KADIU,CBJ7099,KADIU,KADIU,,No Discount,0,0,1,3,0,
CBK286KADIU,CBK286,KADIU,KADIU,,Best Offered,0,0,1,1,0,
CCA1081KADIU,CCA1081,KADIU,KADIU,,Best Offered,0,0,1,2,0,
CCA1355LKADIU,CCA1355L,KADIU,KADIU,,Best Offered,0,2,1,3,2,
CCA1383LKADIU,CCA1383L,KADIU,KADIU,,Best Offered,0,7,1,3,7,
CCA1424LKADIU,CCA1424L,KADIU,KADIU,,Best Offered,0,6,1,1,6,
CCA1433LKADIU,CCA1433L,KADIU,KADIU,,Best Offered,0,0,1,1,0,
CCA2081KADIU,CCA2081,KADIU,KADIU,,Best Offered,0,0,1,2,0,
CCA2355RKADIU,CCA2355R,KADIU,KADIU,,Best Offered,0,4,1,3,4,
CCA2383RKADIU,CCA2383R,KADIU,KADIU,,Best Offered,0,8,1,3,8,
CCA2424RKADIU,CCA2424R,KADIU,KADIU,,Best Offered,0,5,1,1,5,
CCA2433RKADIU,CCA2433R,KADIU,KADIU,,Best Offered,0,0,1,1,0,
CHA016KADIU,CHA016,KADIU,KADIU,,Best Offered,21,4,1,2,4,
CHA073KADIU,CHA073,KADIU,KADIU,,Best Offered,11,12,1,2,12,
CHA296KADIU,CHA296,KADIU,KADIU,,Target Accepted,0,2,1,1,2,
CKI12264KADIU,CKI12264,KADIU,KADIU,,Best Offered,1,3,1,1,3,
CNS13017KADIU,CNS13017,KADIU,KADIU,,No Discount,109,130,1,1,130,
CNS13017DVKADIU,CNS13017DV,KADIU,KADIU,,No Discount,32,102,1,1,102,
CRB3327KADIU,CRB3327,KADIU,KADIU,,Best Offered,0,0,1,1,0,
CSL5017KADIU,CSL5017,KADIU,KADIU,,Best Offered,1,0,1,1,0,
CSL5120KADIU,CSL5120,KADIU,KADIU,,Best Offered,0,0,1,1,0,
CSL6017KADIU,CSL6017,KADIU,KADIU,,Best Offered,0,0,1,1,0,
CSL6120KADIU,CSL6120,KADIU,KADIU,,Best Offered,0,0,1,1,0,
EAF1006KADIU,EAF1006,KADIU,KADIU,,No Discount,1,2,1,1,0,
EAF1010KADIU,EAF1010,KADIU,KADIU,,Best Offered,1,18,1,1,18,
EAF1015KADIU,EAF1015,KADIU,KADIU,,Obsolete,0,0,2,2,0,
EAF689KADIU,EAF689,KADIU,KADIU,,Best Offered,71,61,1,1,61,
EAF714KADIU,EAF714,KADIU,KADIU,,Best Offered,76,301,1,1,301,
EAF764KADIU,EAF764,KADIU,KADIU,,No Discount,416,910,1,1,880,
EAF799KADIU,EAF799,KADIU,KADIU,,Obsolete,0,0,1,1,0,
EAF849KADIU,EAF849,KADIU,KADIU,,No Discount,234,383,1,1,373,
EAF868KADIU,EAF868,KADIU,KADIU,,Best Offered,16,36,1,2,36,
EAF874KADIU,EAF874,KADIU,KADIU,,No Discount,1,2,1,1,2,
EAF978KADIU,EAF978,KADIU,KADIU,,Best Offered,67,80,1,1,70,
EAF991KADIU,EAF991,KADIU,KADIU,,Best Offered,200,545,1,1,495,
EAF998KADIU,EAF998,KADIU,KADIU,,No Discount,86,88,1,1,84,
EFF058KADIU,EFF058,KADIU,KADIU,,No Discount,1,29,1,2,29,
EFF068KADIU,EFF068,KADIU,KADIU,,No Discount,7,8,1,1,8,
EFF070KADIU,EFF070,KADIU,KADIU,,Best Offered,65,85,1,1,85,
EFF092KADIU,EFF092,KADIU,KADIU,,No Discount,3,9,1,2,9,
EFF135KADIU,EFF135,KADIU,KADIU,,No Discount,164,180,1,1,180,
EFF140KADIU,EFF140,KADIU,KADIU,,No Discount,2,8,1,3,8,
EFF149KADIU,EFF149,KADIU,KADIU,,No Discount,200,435,1,1,355,
EFF152KADIU,EFF152,KADIU,KADIU,,Target Accepted,32,73,1,1,73,
EFF192KADIU,EFF192,KADIU,KADIU,,No Discount,2,43,1,1,43,
EFF193KADIU,EFF193,KADIU,KADIU,,No Discount,201,175,1,4,175,
EFF196KADIU,EFF196,KADIU,KADIU,,No Discount,36,180,1,1,180,
EFF225KADIU,EFF225,KADIU,KADIU,,No Discount,31,60,1,1,60,
EFF229KADIU,EFF229,KADIU,KADIU,,No Discount,52,160,1,2,144,
EFF235KADIU,EFF235,KADIU,KADIU,,No Discount,215,335,1,1,330,
EFF239KADIU,EFF239,KADIU,KADIU,,No Discount,0,5,1,1,5,
EFF241KADIU,EFF241,KADIU,KADIU,,No Discount,17,18,1,1,18,
EFF250DKADIU,EFF250D,KADIU,KADIU,,No Discount,30,55,1,1,55,
EFF253KADIU,EFF253,KADIU,KADIU,,No Discount,33,28,1,1,28,
EFF256KADIU,EFF256,KADIU,KADIU,,Best Offered,35,95,1,1,95,
EFF263DKADIU,EFF263D,KADIU,KADIU,,No Discount,12,25,1,2,25,
EFF269KADIU,EFF269,KADIU,KADIU,,No Discount,4,78,1,1,78,
EFF273DKADIU,EFF273D,KADIU,KADIU,,No Discount,5,6,1,1,6,
EFF274DKADIU,EFF274D,KADIU,KADIU,,No Discount,12,61,1,1,61,
EFF277DKADIU,EFF277D,KADIU,KADIU,,No Discount,0,5,1,1,5,
EFF278DKADIU,EFF278D,KADIU,KADIU,,Best Offered,35,105,1,1,105,
EFF279DKADIU,EFF279D,KADIU,KADIU,,Best Offered,5,53,1,1,53,
EFF280DKADIU,EFF280D,KADIU,KADIU,,Best Offered,5,30,1,1,30,
EFF288DKADIU,EFF288D,KADIU,KADIU,,No Discount,40,52,1,1,52,
EFF292DKADIU,EFF292D,KADIU,KADIU,,No Discount,1,4,1,2,4,
EFF305DKADIU,EFF305D,KADIU,KADIU,,Best Offered,27,131,1,1,121,
EFF312DKADIU,EFF312D,KADIU,KADIU,,Under Development,0,0,1,1,0,
EFF321DKADIU,EFF321D,KADIU,KADIU,,Best Offered,0,0,1,1,0,
EFF322DKADIU,EFF322D,KADIU,KADIU,,No Discount,36,115,1,1,115,
EFF325DKADIU,EFF325D,KADIU,KADIU,,No Discount,0,1,1,1,1,
EFF328DKADIU,EFF328D,KADIU,KADIU,,Best Offered,0,5,1,2,5,
EFF329DKADIU,EFF329D,KADIU,KADIU,,Best Offered,0,0,1,1,0,
EFF330DKADIU,EFF330D,KADIU,KADIU,,No Discount,32,38,1,1,37,
EFF331DKADIU,EFF331D,KADIU,KADIU,,Best Offered,0,0,1,1,0,
EFF333DKADIU,EFF333D,KADIU,KADIU,,Obsolete,0,0,1,1,0,
EFF344DKADIU,EFF344D,KADIU,KADIU,,No Discount,27,45,1,1,40,
EFF354DKADIU,EFF354D,KADIU,KADIU,,Best Offered,110,162,1,2,161,
EFF357DKADIU,EFF357D,KADIU,KADIU,,No Discount,20,6,1,1,6,
EFF359DKADIU,EFF359D,KADIU,KADIU,,Best Offered,5,36,1,3,36,
EFF360DKADIU,EFF360D,KADIU,KADIU,,Under Development,0,0,1,1,0,
EFF367DKADIU,EFF367D,KADIU,KADIU,,Under Development,0,0,1,1,0,
EKF197AKADIU,EKF197A,KADIU,KADIU,,Best Offered,55,85,1,1,75,
EKF220AKADIU,EKF220A,KADIU,KADIU,,No Discount,64,117,1,1,117,
EKF246AKADIU,EKF246A,KADIU,KADIU,,Best Offered,85,128,1,1,108,
EKF409A-2KADIU,EKF409A-2,KADIU,KADIU,,Obsolete,0,0,1,1,0,
EKF414AKADIU,EKF414A,KADIU,KADIU,,Under Development,0,35,1,1,35,
EKF435AKADIU,EKF435A,KADIU,KADIU,,Under Development,0,0,1,1,0,
EOF263KADIU,EOF263,KADIU,KADIU,,Target Accepted,80,350,1,1,350,
CBJ7294KADIU,CBJ7294,KADIU,KADIU,,Best Offered,4,10,1,1,10,
CBP9039KKADIU,CBP9039K,KADIU,KADIU,,No Discount,0,0,1,1,0,
CBP9042MKADIU,CBP9042M,KADIU,KADIU,,Obsolete,0,0,1,1,0,
CBP9042MKKADIU,CBP9042MK,KADIU,KADIU,,No Discount,0,3,1,1,3,
CBP9043KKADIU,CBP9043K,KADIU,KADIU,,Best Offered,0,1,1,1,1,
CBP9048KKADIU,CBP9048K,KADIU,KADIU,,Best Offered,0,1,1,1,1,
CBP9053KADIU,CBP9053,KADIU,KADIU,,Best Offered,0,0,1,1,0,
CBP9058MKKADIU,CBP9058MK,KADIU,KADIU,,No Discount,0,0,1,1,0,
CBP9078MKKADIU,CBP9078MK,KADIU,KADIU,,No Discount,0,1,1,1,1,
CBP9080MKKADIU,CBP9080MK,KADIU,KADIU,,No Discount,0,1,1,1,1,
CBP9081KKADIU,CBP9081K,KADIU,KADIU,,No Discount,0,0,1,1,0,
EAF1054KADIU,EAF1054,KADIU,KADIU,,Under Development,0,6,1,1,6,
EAF1055KADIU,EAF1055,KADIU,KADIU,,Under Development,0,0,1,1,0,
